book_title,book_author,book_publisher,book_ISBN,book_img_url,book_category_id
똥 쌀 때 읽는 책,유태오,포춘쿠키,9791197057670,http://image.yes24.com/goods/102524146/XL,11
내일 엄마가 죽는다면,강성화,봄름,9791190278980,http://image.yes24.com/goods/108949355/XL,11
내가 같이 뛰어내려 줄게,씨씨코,다산북스,9791130688886,http://image.yes24.com/goods/108422380/XL,11
모리와 함께한 화요일,미치 앨봄,살림출판사,9788952236753,http://image.yes24.com/goods/43868967/XL,11
바람이 분다 당신이 좋다,이병률,달,9788993928488,http://image.yes24.com/momo/TopCate294/MidCate003/29329219.jpg,11
딸에게 주는 레시피,공지영,한겨레출판,9788984319097,http://image.yes24.com/momo/TopCate515/MidCate005/50730967.jpg,11
엄마도 엄마를 사랑했으면 좋겠어 (러브맘 에디션),장해주,허밍버드,9788968332562,http://image.yes24.com/goods/89904068/XL,11
가문비나무의 노래 (리커버 한정판),마틴 슐레스케,니케북스,9788994361147,http://image.yes24.com/goods/13704204/XL,11
헌책방 기담 수집가,윤성근,프시케의숲,9791189336462,http://image.yes24.com/goods/105278622/XL,11
딸에게 보내는 굿나잇 키스,이어령,열림원,9791170400417,http://image.yes24.com/goods/98153781/XL,11
그 노래가 내게 고백하라고 말했다,이경,아멜리에북스,9791197606922,http://image.yes24.com/goods/117500993/XL,11
"예순 살, 나는 또 깨꽃이 되어",이순자,휴머니스트,9791160808476,http://image.yes24.com/goods/108957928/XL,11
사랑하게 될 줄 알았어,천지혜,상상출판,9791167821157,http://image.yes24.com/goods/117505983/XL,11
존재만으로 빛나는 너에게,안진수,달콤북스,9791191731453,http://image.yes24.com/goods/117710153/XL,11
당신이 빛이라면,백가희,도서출판 쿵,9791195949571,http://image.yes24.com/momo/TopCate1167/MidCate004/116630639.jpg,11
사이보그 가족의 밭농사,황승희,푸른향기,9788967821838,http://image.yes24.com/goods/117354521/XL,11
당신을 만나지 않았더라면,권지명,설렘(SEOLREM),9791167851048,http://image.yes24.com/goods/116431613/XL,11
쓸 만한 인간 (리커버 에디션),박정민,상상출판,9791189856502,http://image.yes24.com/goods/77673675/XL,11
나는 예민한 엄마입니다,송희재,북드림,9791191509243,http://image.yes24.com/goods/105295377/XL,1
우리에게 아직 사랑이 남아 있다면,박지영,채륜서,9791185401713,http://image.yes24.com/goods/112012233/XL,11
안젤리크,기욤 뮈소,밝은세상,9788984374546,http://image.yes24.com/goods/116208935/XL,8
이방인,알베르 까뮈,민음사,9788937443848,http://image.yes24.com/goods/4827613/XL,8
